gyarto;modell;gyartas_eve;szin;alvazszam;rendszam;uzemanyag;ajtok_szama;kormany_oldal;forgalomban
Ferrari;458 Italia;2010;Violet;5UXZV4C51CL830799;YPA-909;elektromos;3;bal;true
Smart;Fortwo;2011;Pink;JTHFN2EY6A9573017;RSE-598;dízel;5;bal;true
Mercury;Grand Marquis;1989;Turquoise;WBAEW53454P062164;PUK-436;dízel;5;jobb;false
Subaru;Legacy;2006;Orange;5N1BA0NE6FN402378;AEW-405;benzin;5;jobb;false
Mercedes-Benz;E-Class;1987;Goldenrod;KNADH5A3XB6128453;LDF-174;dízel;3;bal;true
Subaru;BRZ;2013;Pink;2G61P5S39F9309200;KDO-508;dízel;5;bal;false
Dodge;Caravan;1985;Mauv;WA1VMAFE8BD399703;WYT-814;dízel;3;jobb;true
Nissan;Quest;1995;Violet;1FTSS3EL7AD805377;JRN-054;elektromos;3;bal;false
Nissan;280ZX;1979;Purple;WAUDGBFL4AA240705;PDP-149;elektromos;5;bal;false
GMC;Sierra 3500HD;2006;Yellow;JN1AZ4EH9CM577156;CTB-911;dízel;3;jobb;true
Mitsubishi;L300;1989;Blue;2HNYD18705H454101;GRF-975;benzin;3;jobb;false
Mitsubishi;Mighty Max;1994;Blue;5UXFG8C52CL147157;FJH-148;elektromos;5;bal;true
Dodge;Grand Caravan;2012;Violet;5UXFB53536L754637;OAJ-042;benzin;5;bal;true
Ford;Explorer;2004;Khaki;1GYS3BEFXER885734;HZH-128;benzin;3;bal;true
Volkswagen;Jetta;1992;Violet;SCBEC9ZA8EC246199;XXV-113;elektromos;3;jobb;true
Mercedes-Benz;500E;1993;Blue;W04G05GV8B1964222;QOR-767;elektromos;3;bal;true
Mercedes-Benz;S-Class;1988;Yellow;WAU3GBFC6DN039929;GRR-736;elektromos;5;bal;false
Mercedes-Benz;CL-Class;2009;Green;KMHHU6KJ3FU004816;ZFQ-244;benzin;5;bal;false
Dodge;Shadow;1993;Indigo;3C4PDCBB1DT512409;FUO-704;elektromos;5;bal;true
Hyundai;Scoupe;1993;Goldenrod;NM0GE9F77F1460880;XQL-742;elektromos;3;jobb;false
Mercedes-Benz;E-Class;1985;Green;SAJWA6BU7F8708557;ZOH-460;benzin;3;bal;true
Chevrolet;Astro;1999;Pink;KMHD35LH2FU135307;ZVM-523;benzin;3;jobb;false
Geo;Metro;1993;Mauv;2HNYD18863H490834;GKD-224;elektromos;3;bal;false
Volkswagen;GTI;2005;Maroon;WAUDH48H59K787280;XVU-290;elektromos;5;bal;true
Mercury;Grand Marquis;1992;Red;WAUSF78E06A904933;DKW-541;elektromos;3;bal;true
Ford;Mustang;1983;Maroon;19UUA755X7A821947;BXK-765;dízel;3;jobb;false
Chrysler;Sebring;2007;Teal;3VWKX7AJ2BM036578;JOW-987;benzin;5;bal;true
Dodge;Durango;2012;Teal;1FTEW1CM3DK285759;BOL-014;benzin;5;jobb;false
Dodge;Intrepid;1996;Turquoise;1GYFC53249R036403;QTS-900;dízel;5;bal;true
Oldsmobile;88;1992;Pink;SCFEBBBK1DG174751;CLY-428;benzin;5;jobb;false
Mitsubishi;Mirage;1993;Goldenrod;WBANW5C5XAC738586;KKB-466;benzin;3;jobb;true
BMW;7 Series;1992;Pink;WAUUL78E17A796258;TPI-245;dízel;3;bal;false
Dodge;Journey;2011;Violet;1C3CDZBG1CN019667;WHL-211;elektromos;3;jobb;false
Kia;Optima;2010;Green;WBA3N5C56FK119507;VSH-069;dízel;5;jobb;true
Toyota;4Runner;2012;Maroon;KMHCT4AE6FU244920;XWA-594;dízel;5;jobb;true
Nissan;Altima;1999;Yellow;5TFAW5F19FX823817;USM-861;benzin;5;jobb;false
Acura;MDX;2006;Fuscia;19VDE1F50FE679076;OHX-857;dízel;5;bal;true
Mercedes-Benz;S-Class;2011;Orange;2B3CJ5DT9BH469776;IWZ-753;benzin;5;bal;false
Porsche;911;2006;Blue;1N6AF0LY1FN509690;OKY-865;dízel;3;jobb;false
Chevrolet;Equinox;2007;Indigo;JTDKN3DP7F3730823;PEG-454;elektromos;5;bal;true
Ford;Econoline E250;1999;Aquamarine;WVGAV3AX5DW866519;JWD-695;elektromos;5;bal;true
Chrysler;PT Cruiser;2009;Orange;3GTXCYEJ1AG199904;IGA-532;elektromos;5;bal;false
Mazda;B2000;1985;Fuscia;JM1NC2LF4F0762538;AJQ-475;benzin;3;bal;false
Volkswagen;Golf;1999;Blue;4USBT33504L756659;NTK-096;dízel;5;jobb;false
Ford;E350;2010;Mauv;4T1BD1EB5EU722671;FCB-451;elektromos;5;jobb;false
Chevrolet;Express 2500;2003;Green;JTDBT4K30B4297040;SJS-242;benzin;5;jobb;false
Hyundai;Tiburon;2006;Puce;2C3CCAKG0EH559415;HXB-811;dízel;5;jobb;true
Nissan;Murano;2007;Maroon;WDDHF0EB5EA043302;DSH-349;elektromos;3;bal;false
Toyota;Tacoma Xtra;1997;Red;WAUWFBFL2CA156994;LDH-798;dízel;3;bal;false
Chevrolet;Caprice Classic;1993;Yellow;1FT7W2A66EE080715;KKL-816;elektromos;5;jobb;true
Toyota;FJ Cruiser;2007;Yellow;WBAVC53577A632710;KOW-581;elektromos;3;jobb;false
Ford;Ranger;2000;Goldenrod;WAUEKBFB9AN374516;CCO-603;benzin;3;jobb;false
Dodge;Caravan;1992;Orange;SALFR2BN1BH255337;OLA-664;benzin;3;jobb;false
Pontiac;Grand Prix;1990;Violet;WBAKF9C56DE407166;LAB-521;elektromos;5;jobb;true
Nissan;Xterra;2003;Puce;WAUAF98EX7A595576;EOV-569;benzin;3;bal;false
Mitsubishi;Lancer;2005;Purple;WBA6A0C58ED862278;QVP-988;dízel;3;bal;false
Mercury;Villager;2001;Khaki;1HGCP2F32BA907045;CFP-610;dízel;3;bal;true
Chevrolet;SSR;2003;Fuscia;WAUHGAFCXCN593599;FAQ-011;benzin;5;bal;true
Porsche;911;1990;Indigo;SCFFDAAM3DG124509;MEO-097;dízel;3;jobb;false
GMC;Suburban 1500;1999;Goldenrod;WAUKF68E25A990710;IHI-099;benzin;3;bal;true
Dodge;Stratus;2005;Red;2T1BU4EE3DC849463;UOE-424;dízel;3;jobb;true
Volkswagen;Golf;1990;Red;5GAEV13738J799799;VFP-878;elektromos;3;jobb;true
GMC;Suburban 2500;1997;Fuscia;3GYFNCE34FS616859;ADI-575;elektromos;5;jobb;false
Honda;Odyssey;2000;Goldenrod;1N4AA5AP0CC069192;YDA-331;dízel;5;bal;true
Audi;A6;2000;Aquamarine;WAUGF98K29A136626;PDL-390;benzin;3;bal;true
Ford;E250;2007;Yellow;WA1KK98R69A545146;GPN-843;dízel;5;jobb;false
Lotus;Elan;1993;Mauv;JM1NC2EF6A0814760;PLK-380;benzin;5;jobb;false
Toyota;Solara;2004;Crimson;5TDDCRFH5FS608189;QPU-809;benzin;5;bal;true
Chrysler;Pacifica;2004;Pink;JM1CW2BL4C0577309;BVJ-267;benzin;3;bal;false
Mitsubishi;L300;1990;Khaki;WBAVA375X7N205731;RDH-035;benzin;3;bal;true
Land Rover;Freelander;2002;Orange;1N6AD0CU4FN670473;JRN-800;benzin;5;bal;false
Buick;LeSabre;1986;Teal;3C4PDCAB9CT597208;TVE-619;benzin;3;bal;false
Chrysler;Voyager;2001;Fuscia;1D7CW3BK4AS276382;HVM-028;dízel;3;bal;true
Subaru;Forester;2010;Red;WAUGFAFC8EN811928;VGB-607;benzin;3;jobb;false
Aston Martin;V12 Vantage;2011;Mauv;2C3CDZAG7FH316733;XKD-813;elektromos;3;jobb;false
Volvo;S40;2008;Turquoise;1G4CU541524382633;BIF-002;dízel;3;jobb;false
Land Rover;Defender;1994;Crimson;WA1EV74L07D341478;FTF-007;elektromos;5;jobb;true
Chevrolet;Corsica;1993;Teal;1GD02XEGXFZ389139;DVG-488;elektromos;5;jobb;false
Mitsubishi;Galant;2006;Khaki;KNAFK4A63F5424473;GHK-952;elektromos;5;jobb;true
Suzuki;XL-7;2007;Fuscia;1FT7W2A61EE754088;NOL-688;elektromos;3;bal;true
Volvo;S80;2007;Mauv;SCFBB03B07G771559;QZB-111;dízel;5;jobb;false
Ford;Econoline E250;1998;Khaki;3C63DRNL6CG787357;GZG-192;dízel;5;bal;false
Suzuki;Kizashi;2011;Indigo;WAUMGAFL1DA889859;IFK-185;benzin;3;bal;false
Mercedes-Benz;W201;1993;Yellow;5TDDK3DC2DS796786;AVS-538;dízel;5;bal;false
Ford;E150;2007;Crimson;1GYS4GEF5BR026895;UCS-097;elektromos;5;bal;true
Nissan;370Z;2009;Aquamarine;1C6RD7PT9CS978453;GLE-866;benzin;5;jobb;true
Dodge;Durango;2001;Turquoise;WBAKP9C51FD579739;TEI-934;dízel;3;jobb;false
Suzuki;Swift;1990;Fuscia;JA4AS2AW4CU652446;YGA-440;benzin;5;bal;false
Lexus;LX;2001;Orange;WAUXD68D62A172864;XQB-039;dízel;3;bal;false
Suzuki;Verona;2005;Pink;WAULD64B53N215782;SMO-406;benzin;3;bal;true
Pontiac;Firebird;1967;Aquamarine;1N6AA0CC5BN643096;UVI-221;dízel;3;bal;true
Acura;CL;2003;Turquoise;WAUYGAFC6DN389271;TKC-392;dízel;5;jobb;true
Pontiac;Grand Prix;1992;Purple;WAUTFAFH3AN003281;ABN-415;dízel;5;bal;false
BMW;7 Series;1999;Puce;1G4HR57Y07U970544;NNN-285;dízel;3;jobb;false
Mercedes-Benz;M-Class;1999;Purple;JN8BS1MW2EM237178;IQS-046;dízel;3;jobb;false
Audi;A8;2007;Maroon;TRUVD38J291692400;HPW-107;elektromos;5;bal;true
Nissan;Quest;2007;Purple;WBA4A5C59FG124414;DUW-217;elektromos;5;jobb;false
Mitsubishi;Diamante;1994;Crimson;2T1BPRHE2FC241503;SHL-021;dízel;5;jobb;true
Chevrolet;Express 3500;2010;Maroon;SCFEBBCF6BG917953;QKO-861;elektromos;3;bal;true
GMC;Sierra 1500;2001;Goldenrod;3FAHP0HA8AR921529;AJV-579;benzin;5;bal;true
Audi;Allroad;2001;Goldenrod;WVGEF9BP7DD955858;HZU-147;dízel;3;jobb;false
Toyota;Echo;2005;Maroon;5TDDK3DC6FS626627;BML-574;benzin;5;bal;false
Dodge;Dakota Club;1994;Fuscia;2G4WC562651485937;SNJ-410;dízel;3;bal;true
GMC;Savana 3500;2004;Fuscia;WAUKF68EX5A714601;GHG-954;elektromos;3;bal;false
Volvo;960;1997;Violet;1GYFK46838R312064;MRV-917;benzin;5;jobb;true
Audi;S4;2005;Blue;WAUVT64B23N988737;MBL-528;dízel;3;jobb;false
Mazda;CX-7;2008;Goldenrod;JTHKD5BH3B2053049;SEW-489;dízel;5;jobb;true
Pontiac;LeMans;1992;Red;1D4PU5GK2AW577783;MZP-434;benzin;3;bal;true
MINI;Cooper;2006;Teal;1FTNS2EWXAD377189;HDN-098;elektromos;3;bal;true
Ford;F-Series;1996;Red;JN1AZ4EH9CM690685;PRS-477;dízel;5;jobb;false
Mercedes-Benz;CLK-Class;2003;Purple;WVGEF9BP4FD336461;DQH-768;elektromos;5;bal;true
Dodge;D250;1993;Goldenrod;WBA3B5C58DP417341;IKN-645;dízel;3;jobb;true
Mercury;Sable;1987;Yellow;2T1KE4EE2CC888668;CNK-494;elektromos;5;bal;true
Volkswagen;Golf;2006;Maroon;WBAYE8C59FD960846;VTN-047;elektromos;3;bal;false
Mercedes-Benz;S-Class;2007;Purple;3N1AB6APXBL734926;KSY-500;elektromos;3;jobb;false
Hyundai;Tiburon;2004;Mauv;JTHKD5BH9F2287864;ZKN-783;benzin;3;bal;true
Volvo;XC70;2007;Violet;JHMZF1C67DS611776;ZDE-128;elektromos;5;bal;true
Oldsmobile;Ciera;1994;Teal;3VW4T7AT3EM480188;FGJ-645;benzin;3;jobb;false
Hyundai;Accent;1997;Khaki;5N1AT2MK8FC921453;YRW-378;benzin;5;jobb;true
Ford;Excursion;2005;Purple;1N6AA0CA9FN902998;SLX-528;elektromos;5;bal;true
Mercedes-Benz;G-Class;2011;Maroon;WBADT53493C935215;DCB-445;dízel;3;bal;false
Oldsmobile;98;1995;Puce;WBAPH7C58BE949578;LOW-856;elektromos;3;jobb;true
Audi;4000CS Quattro;1987;Crimson;TRUSC28N411079511;EEP-579;dízel;5;jobb;true
Mitsubishi;Expo;1994;Violet;1GYS4JEFXER925530;PMV-537;dízel;3;jobb;false
Buick;Rendezvous;2003;Goldenrod;3C63DPKL0CG855693;VJD-776;dízel;5;bal;true
Dodge;Nitro;2009;Yellow;JM1NC2LF7F0379516;JGO-034;benzin;5;bal;false
Hyundai;Azera;2011;Crimson;WAUAVAFA4AN556115;DWV-502;dízel;3;bal;true
Suzuki;SJ;1995;Green;5J8TB3H31DL890019;ODA-428;benzin;3;jobb;false
Volvo;S40;2008;Teal;19UUA76647A026318;XLQ-917;elektromos;5;bal;false
Dodge;Ram Van 1500;2000;Goldenrod;WBABD334X5J279565;GTS-891;benzin;5;bal;false
Mitsubishi;Galant;1993;Maroon;2HNYD2H80CH077541;PLC-383;benzin;5;bal;true
Audi;4000;1987;Mauv;1GYS4BEF0CR123992;MFM-793;dízel;3;bal;true
Volkswagen;GTI;1996;Orange;1G4HP54K21U466199;AIF-947;benzin;3;jobb;false
GMC;Sonoma Club Coupe;1993;Indigo;1G6DV1EP1D0534079;EJV-789;dízel;5;bal;false
Honda;Element;2004;Maroon;3FADP4AJ0EM994770;ZUZ-392;dízel;3;jobb;true
Lincoln;Mark VII;1984;Crimson;3GYFK62858G321978;PVP-246;benzin;3;bal;true
Chevrolet;Tracker;1998;Mauv;JN8AF5MR6ET711544;USJ-204;elektromos;3;bal;true
Aston Martin;DB9;2005;Maroon;19UUA65645A573954;EHW-196;benzin;5;jobb;true
Maybach;57;2010;Maroon;WAUDK78TX8A975160;OYN-937;elektromos;3;jobb;true
Ford;Taurus;2006;Yellow;JH4NA21654S467294;DRO-483;dízel;5;jobb;true
Saturn;S-Series;2000;Goldenrod;WBAUN9C58AV045204;PBF-886;benzin;3;bal;true
Acura;RL;1997;Blue;1FTSW3B50AE822994;TTY-565;dízel;3;bal;true
Toyota;Tacoma;2002;Pink;KNADH4A38A6313965;QMN-901;elektromos;5;bal;false
Pontiac;Firebird;1987;Fuscia;WBAEW534X3P811801;WQM-000;benzin;3;jobb;true
Mitsubishi;Diamante;1998;Indigo;SCFEDCAD8CG671376;FWB-497;benzin;5;jobb;false
Chevrolet;Sportvan G30;1993;Blue;WBAVC53577A103595;NBW-153;elektromos;3;bal;false
Chrysler;300M;2002;Teal;3VW507AT3EM474193;VUN-185;dízel;5;bal;false
Cadillac;Escalade ESV;2011;Pink;JN1BV7AP9FM711134;AKL-235;dízel;3;jobb;true
Mercury;Sable;2001;Red;WUAAU34248N763260;LMR-086;benzin;3;bal;false
Porsche;944;1983;Puce;WVGDP9BP5ED295846;HUG-153;elektromos;3;bal;false
Kia;Sportage;2006;Mauv;1GYS4LKJ3FR705085;WRB-455;benzin;5;jobb;false
Pontiac;Sunfire;2002;Crimson;1G6AE5SX1F0628626;KJK-069;elektromos;3;bal;true
Acura;RSX;2005;Indigo;5YMGZ0C51D0598379;KKY-515;dízel;5;jobb;false
Mazda;RX-8;2011;Green;1FTWX3B53AE952752;SGL-168;benzin;5;jobb;true
Jeep;Grand Cherokee;2001;Turquoise;JN1AZ4FH0FM257114;FPZ-377;benzin;5;jobb;true
Subaru;XT;1989;Yellow;KMHTC6AD3EU550278;SRQ-231;dízel;5;jobb;true
Mitsubishi;Galant;1998;Blue;4F2CY0C7XAK723097;WAK-532;elektromos;5;jobb;true
Chevrolet;Suburban 2500;1997;Blue;WP1AE2A28EL870565;EWP-436;elektromos;3;jobb;true
Nissan;Sentra;2006;Crimson;5N1AN0NU5EN722622;NNJ-712;elektromos;5;bal;false
Mercury;Cougar;1995;Khaki;WAU2GBFC6CN392441;EPH-180;dízel;5;jobb;false
Ford;Mustang;1979;Pink;1FBAX2CM0FK367781;JLS-679;elektromos;5;bal;true
Lincoln;Continental;1991;Red;WVGAV7AXXAW288940;XJQ-880;elektromos;3;bal;true
Dodge;Ram Van 1500;2001;Teal;3GTU1YEJ7DG198446;LGJ-899;benzin;3;bal;false
Ferrari;F430;2006;Aquamarine;JTDKDTB32D1915194;OKM-513;dízel;3;bal;true
Toyota;Venza;2011;Teal;1G6DK8EY5B0068423;GJB-780;elektromos;5;bal;true
Mazda;MPV;1996;Puce;1N4AL2AP5CC471279;HAE-221;benzin;5;bal;true
Mazda;Familia;1985;Blue;KMHFC4DD6BA540371;MDF-779;elektromos;3;jobb;true
Pontiac;GTO;1968;Yellow;1FTWW3B58AE654975;OEO-677;dízel;3;bal;true
Nissan;Quest;2009;Indigo;JTDKTUD34ED944380;VRM-722;dízel;3;jobb;false
Chevrolet;Express 3500;1998;Goldenrod;WAULC68E14A245622;NMW-607;dízel;3;bal;false
Nissan;280ZX;1979;Crimson;WAUWFAFH0AN494373;QAQ-886;dízel;5;bal;true
Nissan;Sentra;1993;Khaki;1G4GE5E31CF731615;ODS-374;benzin;3;jobb;true
Jeep;Wrangler;2008;Teal;WAUKH74F06N092793;SVB-160;elektromos;5;jobb;false
Saab;9-3;2008;Indigo;1GYS3CEF4DR813335;HCG-738;dízel;5;bal;false
Jeep;Liberty;2012;Fuscia;WAUKH78EX8A534930;OLX-130;elektromos;3;bal;true
Mitsubishi;Eclipse;1996;Orange;1HGCR2F36FA049630;HXQ-607;benzin;5;jobb;false
Mitsubishi;Pajero;2001;Green;1G6DM1E34C0065827;AML-175;elektromos;5;jobb;true
Porsche;Boxster;2011;Turquoise;SCFAD02A66G465981;EWG-353;benzin;5;jobb;false
Chrysler;PT Cruiser;2008;Mauv;2T1BURHE5FC672877;EAA-905;elektromos;5;jobb;false
Porsche;924 S;1987;Indigo;3D73M3CL9BG787799;ERF-192;benzin;5;jobb;false
Ford;ZX2;2002;Green;WAURV78T18A145938;UGU-833;elektromos;5;jobb;false
Cadillac;CTS;2005;Turquoise;WAUKH98E87A177578;YOS-243;elektromos;5;jobb;true
Audi;100;1991;Turquoise;1G6AM5SX7D0034834;KVP-713;benzin;3;bal;false
GMC;Yukon;2004;Orange;WBAGN63422D938432;HIY-732;dízel;5;jobb;true
Ford;Explorer;2011;Indigo;1FTWW3B56AE514567;DHB-974;benzin;3;jobb;true
Infiniti;J;1994;Maroon;2C3CDYCJ3EH967259;NZL-344;elektromos;3;bal;true
Mitsubishi;Lancer;2012;Turquoise;5N1AT2MK6FC841102;ABE-435;elektromos;3;jobb;false
Oldsmobile;Bravada;2003;Khaki;5UXFE83549L257027;QFM-053;benzin;3;bal;true
Pontiac;Vibe;2006;Puce;JN8AZ1MU7CW143384;MZI-912;benzin;5;jobb;false
BMW;M3;2008;Puce;1G6DL5E35C0249300;ZHR-803;dízel;5;bal;true
Mercury;Mariner;2008;Maroon;2C4RDGEG8ER125593;WSB-695;benzin;5;jobb;true
Dodge;Dakota Club;2001;Turquoise;YV4952BZ8E1499788;NJX-539;dízel;3;bal;false
Audi;R8;2011;Red;3N1CN7AP4DL690236;TLE-432;benzin;3;jobb;true
Lincoln;Continental;1993;Green;WAULC68E55A975485;AAD-615;elektromos;3;jobb;false
Lotus;Esprit;1998;Crimson;JM1NC2JF7B0994323;MQD-740;elektromos;3;bal;false
Buick;Regal;1992;Purple;TRUTC28N911344010;DTF-001;benzin;3;jobb;false
GMC;Sierra 3500;2011;Turquoise;JH4DC54812C299679;JFR-785;benzin;5;bal;true
Honda;CR-V;2009;Fuscia;WAUAH74F48N180082;ZUF-682;dízel;5;bal;true
Ford;Focus;2007;Green;19UUA96279A009900;ULN-888;dízel;3;bal;true
Scion;tC;2013;Blue;WAUVKAFR7AA066095;EEZ-695;elektromos;3;jobb;true
Saturn;S-Series;1992;Blue;WBADT43402G632390;ESA-371;dízel;5;jobb;false
Lexus;LS;2012;Orange;1GYS3AEF7DR014380;CCT-530;dízel;3;jobb;true
Chevrolet;Astro;1999;Turquoise;1C6RD7MTXCS144244;MNB-320;benzin;5;jobb;false
Buick;LeSabre;1987;Aquamarine;1G6KD54Y41U922147;YTR-941;elektromos;3;bal;false
Chevrolet;Suburban 2500;2007;Mauv;5YMGZ0C56D0000707;FKL-222;benzin;5;bal;true
Hummer;H3T;2010;Maroon;2C3CDXGJ9DH319461;EDG-269;elektromos;3;bal;true
Chevrolet;Caprice;1992;Blue;1C4RDHEG2CC136262;ANR-811;elektromos;5;bal;true
Lexus;LS;1999;Purple;3D7LT2ET3AG899684;JDL-172;benzin;3;jobb;true
Geo;Prizm;1996;Blue;JN1AZ4EH0EM761582;IYB-760;elektromos;3;bal;true
Saturn;S-Series;1999;Turquoise;4USBT53535L213559;IWP-362;dízel;3;bal;false
Honda;Accord;2005;Goldenrod;2T2BK1BA3FC530441;IUU-621;elektromos;5;jobb;false
Chevrolet;Venture;2004;Turquoise;2T1KU4EE5DC320998;QCX-141;benzin;5;bal;true
Volkswagen;Type 2;1987;Khaki;WAUFL44D22N608403;CBH-710;benzin;3;bal;true
Cadillac;Escalade;2005;Indigo;WAUDGBFLXCA147139;GKL-681;benzin;3;bal;false
BMW;7 Series;1992;Fuscia;19UYA42503A294662;IKN-741;benzin;3;bal;false
GMC;Sonoma;1995;Puce;3C4PDCBBXFT721215;WDS-778;elektromos;3;bal;true
Toyota;Tacoma Xtra;1998;Maroon;1G6AC1R31F0912906;SXB-241;dízel;3;jobb;true
Ford;Explorer Sport Trac;2010;Teal;WBA5A5C50FD670444;INL-407;elektromos;3;jobb;false
Kia;Sedona;2002;Yellow;3FADP0L32AR659675;IMW-510;elektromos;3;jobb;true
Toyota;Avalon;1998;Purple;JN8AF5MR4BT739757;WFM-376;elektromos;3;bal;true
Ford;Explorer;1997;Blue;WA1DGAFEXDD893034;BCO-687;elektromos;3;bal;true
Audi;A4;2007;Mauv;1FTSX2B50AE165010;RZR-663;elektromos;3;jobb;false
Subaru;Impreza;2009;Orange;1C3CCBBB3EN631922;SRJ-949;elektromos;3;jobb;true
Mitsubishi;Pajero;1988;Indigo;WAUAH98E28A761293;OYE-576;benzin;3;jobb;true
Honda;Accord;2011;Purple;WA1CYBFE9AD627756;PWF-467;dízel;5;bal;false
Mitsubishi;Precis;1990;Purple;3C3CFFHH2ET592170;UKW-980;dízel;3;jobb;true
Kia;Spectra;2003;Crimson;WAUEH94F18N894653;MXV-360;dízel;5;bal;true
Dodge;Caravan;1996;Khaki;WBAFR1C59BD475815;CHU-100;benzin;3;bal;false
Honda;S2000;2001;Pink;3D7TP2CT8AG203182;BAD-428;benzin;3;bal;false
Chrysler;Aspen;2008;Crimson;2C3CCABG9EH336743;QUO-113;dízel;3;jobb;true
Buick;Skylark;1993;Yellow;YV440MBK1F1575974;CFA-622;elektromos;5;jobb;true
GMC;3500;1992;Violet;WAUDFAFL5DA946065;XZO-165;elektromos;3;bal;true
Toyota;Tacoma Xtra;2003;Aquamarine;WDCGG5GB1AF511059;RTN-818;elektromos;5;jobb;false
Mercury;Cougar;1989;Crimson;SCBLF44J28C947964;BLT-303;benzin;5;jobb;false
Dodge;Intrepid;1995;Purple;JN8AF5MR1FT403294;RMB-522;dízel;5;jobb;true
Saab;9-3;2010;Maroon;SCBLE37G93C772652;AIT-574;benzin;3;jobb;false
Plymouth;Grand Voyager;1995;Khaki;1C4RDJDG1EC731938;DKX-960;dízel;5;jobb;false
Mercury;Cougar;1992;Teal;3C6JD6BP9CG301699;ZBH-736;benzin;5;jobb;true
Audi;Q7;2008;Crimson;WBAYM9C53DD575918;SIX-819;dízel;5;bal;true
Volkswagen;Fox;1988;Goldenrod;WVGAV7AX9AW320647;JRM-849;elektromos;3;jobb;true
Ford;Expedition;2009;Yellow;1G6DM57N330331456;MQS-872;elektromos;5;jobb;false
Honda;Accord;2009;Indigo;1GYS4HEF2DR507311;KFQ-567;benzin;5;jobb;false
Mazda;Mazda5;2010;Turquoise;WBAYE0C59ED234260;BYP-328;dízel;5;jobb;true
Suzuki;Swift;1993;Red;WAULC58E64A279890;IQP-358;dízel;5;jobb;false
Land Rover;Range Rover;1997;Orange;1G6DH5E55D0726621;UOG-817;benzin;5;jobb;false
Honda;S2000;2008;Goldenrod;1C3CDFDH0FD581185;YZG-093;benzin;3;bal;false
Chevrolet;Express 3500;2008;Crimson;WBXPC934X8W005694;MSE-925;dízel;5;jobb;true
Mercedes-Benz;SLR McLaren;2007;Purple;1D7RV1CP3AS680222;KQO-286;dízel;3;jobb;false
Jaguar;XK;2011;Puce;1GD020CG7DZ027079;YKS-929;elektromos;5;jobb;false
Volkswagen;Touareg;2012;Indigo;SCFPDCGP0EG266352;XUU-347;elektromos;5;bal;true
Chevrolet;Corvette;1999;Aquamarine;3VWKP7AJ7CM866426;AHQ-939;dízel;3;jobb;true
Land Rover;Freelander;2011;Orange;1G6DK5ED2B0464711;ULP-380;elektromos;5;jobb;true
Subaru;Tribeca;2012;Blue;WAUJGBFC6DN741272;EOD-952;benzin;3;bal;false
Toyota;4Runner;1996;Maroon;SAJWA1CZ9E8315879;YHL-948;dízel;5;jobb;true
Lexus;ES;1995;Blue;WBAUP93549V035033;WFG-549;dízel;5;jobb;true
Subaru;Loyale;1992;Green;5TDDCRFH6ES813101;IVZ-064;dízel;5;bal;true
Buick;Rendezvous;2007;Indigo;1FT7W2A69EE669063;UNV-760;benzin;3;jobb;false
Chevrolet;Corvette;2005;Fuscia;WBA3B3C58DJ106595;YWG-579;benzin;5;bal;true
Mazda;MX-6;1988;Red;JTHFE2C25F2954422;GXQ-231;dízel;5;bal;true
Mazda;B-Series Plus;1995;Crimson;WAUKF98E96A551779;TGT-232;dízel;3;jobb;false
Cadillac;Escalade ESV;2011;Purple;1FMJU1F51AE601402;YGC-846;elektromos;3;bal;false
Chevrolet;Silverado 1500;2001;Khaki;WAUNF78P98A483473;YGG-020;benzin;3;bal;false
Jeep;Liberty;2006;Orange;WBANF33576C011739;HBM-664;elektromos;5;bal;false
GMC;Savana 2500;2001;Turquoise;WAULC68E12A710266;HHR-783;elektromos;5;bal;true
Mercedes-Benz;SL-Class;1994;Yellow;KNADH5A35B6774595;STQ-460;benzin;3;bal;false
Nissan;240SX;1998;Turquoise;2T1BU4EE7DC009332;TBY-623;elektromos;5;bal;false
Mercury;Cougar;1970;Yellow;WAUAGAFD3DN972536;FNC-338;dízel;5;jobb;false
Lotus;Evora;2011;Indigo;1B3CB7HB3AD464109;CLC-844;elektromos;5;jobb;false
Ford;F150;2006;Blue;SALAC2D40BA875671;YOU-096;benzin;3;jobb;true
Pontiac;Grand Am;1986;Red;WAUKF98E55A163219;DPN-914;dízel;5;bal;true
Mazda;Mazda3;2007;Pink;YV426MDA2F2868433;MWG-168;elektromos;5;jobb;false
Lexus;ES;2000;Green;5TDDCRFH3FS898478;VZX-856;elektromos;3;bal;true
Porsche;911;1991;Puce;2FMHK6CC5AB331655;ZYQ-076;dízel;3;jobb;true
Toyota;Land Cruiser;1996;Pink;1G4HP57296U027813;ZAM-042;benzin;5;bal;true
Mitsubishi;Challenger;2004;Purple;1FTSW2A52AE162064;XCS-150;benzin;5;jobb;false
Honda;Odyssey;2008;Mauv;WAUVC68E12A595502;YCF-350;dízel;3;jobb;false
GMC;Envoy;1998;Teal;3D7TP2CT1AG248013;NAF-777;benzin;3;bal;true
Porsche;Panamera;2011;Indigo;3VW4A7AT7CM540718;LNU-617;dízel;5;bal;false
Chrysler;300M;2000;Khaki;3C6TD5ET4CG863456;ZCJ-757;dízel;5;jobb;false
Honda;Civic;1991;Mauv;19UYA427X3A486348;ZOF-233;benzin;5;bal;false
Ferrari;599 GTB Fiorano;2007;Blue;3VWML7AJ2CM264974;PGC-033;benzin;5;bal;false
Volkswagen;Vanagon;1984;Turquoise;3VW507AT8FM630939;XWZ-265;dízel;5;bal;false
